"start","end","downloads","package","total"
2018-06-01,2018-06-30,232,"ExPanDaR",362
2018-07-01,2018-07-08,33,"ExPanDaR",395
2015-12-01,2015-12-31,146,"explor",146
2016-01-01,2016-01-31,402,"explor",548
2016-02-01,2016-02-29,272,"explor",820
2016-03-01,2016-03-31,405,"explor",1225
2016-04-01,2016-04-30,296,"explor",1521
2016-05-01,2016-05-31,239,"explor",1760
2016-06-01,2016-06-30,248,"explor",2008
2016-07-01,2016-07-31,274,"explor",2282
2016-08-01,2016-08-31,198,"explor",2480
2016-09-01,2016-09-30,272,"explor",2752
2016-10-01,2016-10-31,401,"explor",3153
2016-11-01,2016-11-30,1111,"explor",4264
2016-12-01,2016-12-31,1206,"explor",5470
2017-01-01,2017-01-31,397,"explor",5867
2017-02-01,2017-02-28,303,"explor",6170
2017-03-01,2017-03-31,384,"explor",6554
2017-04-01,2017-04-30,527,"explor",7081
2017-05-01,2017-05-31,458,"explor",7539
2017-06-01,2017-06-30,1435,"explor",8974
2017-07-01,2017-07-31,387,"explor",9361
2017-08-01,2017-08-31,456,"explor",9817
2017-09-01,2017-09-30,378,"explor",10195
2017-10-01,2017-10-31,1919,"explor",12114
2017-11-01,2017-11-30,530,"explor",12644
2017-12-01,2017-12-31,405,"explor",13049
2018-01-01,2018-01-31,510,"explor",13559
2018-02-01,2018-02-28,444,"explor",14003
2018-03-01,2018-03-31,562,"explor",14565
2018-04-01,2018-04-30,741,"explor",15306
2018-05-01,2018-05-31,747,"explor",16053
2018-06-01,2018-06-30,521,"explor",16574
2018-07-01,2018-07-08,75,"explor",16649
2012-10-01,2012-10-31,7,"FastRWeb",7
2012-11-01,2012-11-30,47,"FastRWeb",54
2012-12-01,2012-12-31,94,"FastRWeb",148
2013-01-01,2013-01-31,111,"FastRWeb",259
2013-02-01,2013-02-28,155,"FastRWeb",414
2013-03-01,2013-03-31,165,"FastRWeb",579
2013-04-01,2013-04-30,189,"FastRWeb",768
2013-05-01,2013-05-31,155,"FastRWeb",923
2013-06-01,2013-06-30,130,"FastRWeb",1053
2013-07-01,2013-07-31,168,"FastRWeb",1221
2013-08-01,2013-08-31,202,"FastRWeb",1423
2013-09-01,2013-09-30,258,"FastRWeb",1681
2013-10-01,2013-10-31,196,"FastRWeb",1877
2013-11-01,2013-11-30,203,"FastRWeb",2080
2013-12-01,2013-12-31,182,"FastRWeb",2262
2014-01-01,2014-01-31,249,"FastRWeb",2511
2014-02-01,2014-02-28,192,"FastRWeb",2703
2014-03-01,2014-03-31,223,"FastRWeb",2926
2014-04-01,2014-04-30,265,"FastRWeb",3191
2014-05-01,2014-05-31,235,"FastRWeb",3426
2014-06-01,2014-06-30,200,"FastRWeb",3626
2014-07-01,2014-07-31,224,"FastRWeb",3850
2014-08-01,2014-08-31,346,"FastRWeb",4196
2014-09-01,2014-09-30,230,"FastRWeb",4426
2014-10-01,2014-10-31,360,"FastRWeb",4786
2014-11-01,2014-11-30,312,"FastRWeb",5098
2014-12-01,2014-12-31,237,"FastRWeb",5335
2015-01-01,2015-01-31,379,"FastRWeb",5714
2015-02-01,2015-02-28,321,"FastRWeb",6035
2015-03-01,2015-03-31,420,"FastRWeb",6455
2015-04-01,2015-04-30,485,"FastRWeb",6940
2015-05-01,2015-05-31,387,"FastRWeb",7327
2015-06-01,2015-06-30,345,"FastRWeb",7672
2015-07-01,2015-07-31,337,"FastRWeb",8009
2015-08-01,2015-08-31,458,"FastRWeb",8467
2015-09-01,2015-09-30,363,"FastRWeb",8830
2015-10-01,2015-10-31,403,"FastRWeb",9233
2015-11-01,2015-11-30,385,"FastRWeb",9618
2015-12-01,2015-12-31,545,"FastRWeb",10163
2016-01-01,2016-01-31,531,"FastRWeb",10694
2016-02-01,2016-02-29,443,"FastRWeb",11137
2016-03-01,2016-03-31,372,"FastRWeb",11509
2016-04-01,2016-04-30,348,"FastRWeb",11857
2016-05-01,2016-05-31,329,"FastRWeb",12186
2016-06-01,2016-06-30,308,"FastRWeb",12494
2016-07-01,2016-07-31,405,"FastRWeb",12899
2016-08-01,2016-08-31,204,"FastRWeb",13103
2016-09-01,2016-09-30,247,"FastRWeb",13350
2016-10-01,2016-10-31,272,"FastRWeb",13622
2016-11-01,2016-11-30,333,"FastRWeb",13955
2016-12-01,2016-12-31,287,"FastRWeb",14242
2017-01-01,2017-01-31,256,"FastRWeb",14498
2017-02-01,2017-02-28,155,"FastRWeb",14653
2017-03-01,2017-03-31,229,"FastRWeb",14882
2017-04-01,2017-04-30,361,"FastRWeb",15243
2017-05-01,2017-05-31,189,"FastRWeb",15432
2017-06-01,2017-06-30,140,"FastRWeb",15572
2017-07-01,2017-07-31,198,"FastRWeb",15770
2017-08-01,2017-08-31,129,"FastRWeb",15899
2017-09-01,2017-09-30,161,"FastRWeb",16060
2017-10-01,2017-10-31,166,"FastRWeb",16226
2017-11-01,2017-11-30,120,"FastRWeb",16346
2017-12-01,2017-12-31,108,"FastRWeb",16454
2018-01-01,2018-01-31,133,"FastRWeb",16587
2018-02-01,2018-02-28,125,"FastRWeb",16712
2018-03-01,2018-03-31,215,"FastRWeb",16927
2018-04-01,2018-04-30,184,"FastRWeb",17111
2018-05-01,2018-05-31,133,"FastRWeb",17244
2018-06-01,2018-06-30,120,"FastRWeb",17364
2018-07-01,2018-07-08,24,"FastRWeb",17388
2012-10-01,2012-10-31,11,"fisheyeR",11
2012-11-01,2012-11-30,49,"fisheyeR",60
2012-12-01,2012-12-31,58,"fisheyeR",118
2013-01-01,2013-01-31,90,"fisheyeR",208
2013-02-01,2013-02-28,91,"fisheyeR",299
2013-03-01,2013-03-31,128,"fisheyeR",427
2013-04-01,2013-04-30,150,"fisheyeR",577
2013-05-01,2013-05-31,161,"fisheyeR",738
2013-06-01,2013-06-30,116,"fisheyeR",854
2013-07-01,2013-07-31,137,"fisheyeR",991
2013-08-01,2013-08-31,157,"fisheyeR",1148
2013-09-01,2013-09-30,220,"fisheyeR",1368
2013-10-01,2013-10-31,192,"fisheyeR",1560
2013-11-01,2013-11-30,185,"fisheyeR",1745
2013-12-01,2013-12-31,143,"fisheyeR",1888
2014-01-01,2014-01-31,194,"fisheyeR",2082
2014-02-01,2014-02-28,169,"fisheyeR",2251
2014-03-01,2014-03-31,221,"fisheyeR",2472
2014-04-01,2014-04-30,230,"fisheyeR",2702
2014-05-01,2014-05-31,168,"fisheyeR",2870
2014-06-01,2014-06-30,154,"fisheyeR",3024
2014-07-01,2014-07-31,179,"fisheyeR",3203
2014-08-01,2014-08-31,322,"fisheyeR",3525
2014-09-01,2014-09-30,194,"fisheyeR",3719
2014-10-01,2014-10-31,241,"fisheyeR",3960
2014-11-01,2014-11-30,244,"fisheyeR",4204
2014-12-01,2014-12-31,189,"fisheyeR",4393
2015-01-01,2015-01-31,327,"fisheyeR",4720
2015-02-01,2015-02-28,242,"fisheyeR",4962
2015-03-01,2015-03-31,333,"fisheyeR",5295
2015-04-01,2015-04-30,401,"fisheyeR",5696
2015-05-01,2015-05-31,292,"fisheyeR",5988
2015-06-01,2015-06-30,304,"fisheyeR",6292
2015-07-01,2015-07-31,219,"fisheyeR",6511
2015-08-01,2015-08-31,289,"fisheyeR",6800
2015-09-01,2015-09-30,279,"fisheyeR",7079
2015-10-01,2015-10-31,303,"fisheyeR",7382
2015-11-01,2015-11-30,272,"fisheyeR",7654
2015-12-01,2015-12-31,250,"fisheyeR",7904
2016-01-01,2016-01-31,292,"fisheyeR",8196
2016-02-01,2016-02-29,234,"fisheyeR",8430
2016-03-01,2016-03-31,184,"fisheyeR",8614
2016-04-01,2016-04-30,172,"fisheyeR",8786
2016-05-01,2016-05-31,162,"fisheyeR",8948
2016-06-01,2016-06-30,132,"fisheyeR",9080
2016-07-01,2016-07-31,152,"fisheyeR",9232
2016-08-01,2016-08-31,107,"fisheyeR",9339
2016-09-01,2016-09-30,117,"fisheyeR",9456
2016-10-01,2016-10-31,160,"fisheyeR",9616
2016-11-01,2016-11-30,188,"fisheyeR",9804
2016-12-01,2016-12-31,209,"fisheyeR",10013
2017-01-01,2017-01-31,207,"fisheyeR",10220
2017-02-01,2017-02-28,177,"fisheyeR",10397
2017-03-01,2017-03-31,144,"fisheyeR",10541
2017-04-01,2017-04-30,309,"fisheyeR",10850
2017-05-01,2017-05-31,170,"fisheyeR",11020
2017-06-01,2017-06-30,145,"fisheyeR",11165
2017-07-01,2017-07-31,177,"fisheyeR",11342
2017-08-01,2017-08-31,136,"fisheyeR",11478
2017-09-01,2017-09-30,183,"fisheyeR",11661
2017-10-01,2017-10-31,180,"fisheyeR",11841
2017-11-01,2017-11-30,129,"fisheyeR",11970
2017-12-01,2017-12-31,92,"fisheyeR",12062
2018-01-01,2018-01-31,133,"fisheyeR",12195
2018-02-01,2018-02-28,144,"fisheyeR",12339
2018-03-01,2018-03-31,117,"fisheyeR",12456
2018-04-01,2018-04-30,199,"fisheyeR",12655
2018-05-01,2018-05-31,147,"fisheyeR",12802
2018-06-01,2018-06-30,141,"fisheyeR",12943
2018-07-01,2018-07-08,27,"fisheyeR",12970
2017-01-01,2017-01-31,1588,"fivethirtyeight",1588
2017-02-01,2017-02-28,1787,"fivethirtyeight",3375
2017-03-01,2017-03-31,1756,"fivethirtyeight",5131
2017-04-01,2017-04-30,1351,"fivethirtyeight",6482
2017-05-01,2017-05-31,785,"fivethirtyeight",7267
2017-06-01,2017-06-30,603,"fivethirtyeight",7870
2017-07-01,2017-07-31,414,"fivethirtyeight",8284
2017-08-01,2017-08-31,1149,"fivethirtyeight",9433
2017-09-01,2017-09-30,1359,"fivethirtyeight",10792
2017-10-01,2017-10-31,675,"fivethirtyeight",11467
2017-11-01,2017-11-30,586,"fivethirtyeight",12053
2017-12-01,2017-12-31,447,"fivethirtyeight",12500
2018-01-01,2018-01-31,1337,"fivethirtyeight",13837
2018-02-01,2018-02-28,1890,"fivethirtyeight",15727
2018-03-01,2018-03-31,1603,"fivethirtyeight",17330
2018-04-01,2018-04-30,1647,"fivethirtyeight",18977
2018-05-01,2018-05-31,987,"fivethirtyeight",19964
2018-06-01,2018-06-30,1423,"fivethirtyeight",21387
2018-07-01,2018-07-08,191,"fivethirtyeight",21578
2017-03-01,2017-03-31,308,"focusedMDS",308
2017-04-01,2017-04-30,376,"focusedMDS",684
2017-05-01,2017-05-31,142,"focusedMDS",826
2017-06-01,2017-06-30,129,"focusedMDS",955
2017-07-01,2017-07-31,123,"focusedMDS",1078
2017-08-01,2017-08-31,118,"focusedMDS",1196
2017-09-01,2017-09-30,157,"focusedMDS",1353
2017-10-01,2017-10-31,140,"focusedMDS",1493
2017-11-01,2017-11-30,107,"focusedMDS",1600
2017-12-01,2017-12-31,76,"focusedMDS",1676
2018-01-01,2018-01-31,115,"focusedMDS",1791
2018-02-01,2018-02-28,114,"focusedMDS",1905
2018-03-01,2018-03-31,95,"focusedMDS",2000
2018-04-01,2018-04-30,182,"focusedMDS",2182
2018-05-01,2018-05-31,138,"focusedMDS",2320
2018-06-01,2018-06-30,120,"focusedMDS",2440
2018-07-01,2018-07-08,25,"focusedMDS",2465
2012-10-01,2012-10-31,11,"GGEBiplotGUI",11
2012-11-01,2012-11-30,46,"GGEBiplotGUI",57
2012-12-01,2012-12-31,55,"GGEBiplotGUI",112
2013-01-01,2013-01-31,94,"GGEBiplotGUI",206
2013-02-01,2013-02-28,100,"GGEBiplotGUI",306
2013-03-01,2013-03-31,135,"GGEBiplotGUI",441
2013-04-01,2013-04-30,204,"GGEBiplotGUI",645
2013-05-01,2013-05-31,194,"GGEBiplotGUI",839
2013-06-01,2013-06-30,180,"GGEBiplotGUI",1019
2013-07-01,2013-07-31,175,"GGEBiplotGUI",1194
2013-08-01,2013-08-31,202,"GGEBiplotGUI",1396
2013-09-01,2013-09-30,239,"GGEBiplotGUI",1635
2013-10-01,2013-10-31,209,"GGEBiplotGUI",1844
2013-11-01,2013-11-30,222,"GGEBiplotGUI",2066
2013-12-01,2013-12-31,224,"GGEBiplotGUI",2290
2014-01-01,2014-01-31,366,"GGEBiplotGUI",2656
2014-02-01,2014-02-28,268,"GGEBiplotGUI",2924
2014-03-01,2014-03-31,284,"GGEBiplotGUI",3208
2014-04-01,2014-04-30,331,"GGEBiplotGUI",3539
2014-05-01,2014-05-31,337,"GGEBiplotGUI",3876
2014-06-01,2014-06-30,297,"GGEBiplotGUI",4173
2014-07-01,2014-07-31,257,"GGEBiplotGUI",4430
2014-08-01,2014-08-31,406,"GGEBiplotGUI",4836
2014-09-01,2014-09-30,285,"GGEBiplotGUI",5121
2014-10-01,2014-10-31,334,"GGEBiplotGUI",5455
2014-11-01,2014-11-30,380,"GGEBiplotGUI",5835
2014-12-01,2014-12-31,319,"GGEBiplotGUI",6154
2015-01-01,2015-01-31,487,"GGEBiplotGUI",6641
2015-02-01,2015-02-28,358,"GGEBiplotGUI",6999
2015-03-01,2015-03-31,512,"GGEBiplotGUI",7511
2015-04-01,2015-04-30,545,"GGEBiplotGUI",8056
2015-05-01,2015-05-31,386,"GGEBiplotGUI",8442
2015-06-01,2015-06-30,329,"GGEBiplotGUI",8771
2015-07-01,2015-07-31,292,"GGEBiplotGUI",9063
2015-08-01,2015-08-31,387,"GGEBiplotGUI",9450
2015-09-01,2015-09-30,340,"GGEBiplotGUI",9790
2015-10-01,2015-10-31,371,"GGEBiplotGUI",10161
2015-11-01,2015-11-30,448,"GGEBiplotGUI",10609
2015-12-01,2015-12-31,310,"GGEBiplotGUI",10919
2016-01-01,2016-01-31,368,"GGEBiplotGUI",11287
2016-02-01,2016-02-29,484,"GGEBiplotGUI",11771
2016-03-01,2016-03-31,375,"GGEBiplotGUI",12146
2016-04-01,2016-04-30,303,"GGEBiplotGUI",12449
2016-05-01,2016-05-31,300,"GGEBiplotGUI",12749
2016-06-01,2016-06-30,250,"GGEBiplotGUI",12999
2016-07-01,2016-07-31,289,"GGEBiplotGUI",13288
2016-08-01,2016-08-31,197,"GGEBiplotGUI",13485
2016-09-01,2016-09-30,264,"GGEBiplotGUI",13749
2016-10-01,2016-10-31,299,"GGEBiplotGUI",14048
2016-11-01,2016-11-30,386,"GGEBiplotGUI",14434
2016-12-01,2016-12-31,290,"GGEBiplotGUI",14724
2017-01-01,2017-01-31,427,"GGEBiplotGUI",15151
2017-02-01,2017-02-28,308,"GGEBiplotGUI",15459
2017-03-01,2017-03-31,356,"GGEBiplotGUI",15815
2017-04-01,2017-04-30,426,"GGEBiplotGUI",16241
2017-05-01,2017-05-31,266,"GGEBiplotGUI",16507
2017-06-01,2017-06-30,260,"GGEBiplotGUI",16767
2017-07-01,2017-07-31,317,"GGEBiplotGUI",17084
2017-08-01,2017-08-31,318,"GGEBiplotGUI",17402
2017-09-01,2017-09-30,304,"GGEBiplotGUI",17706
2017-10-01,2017-10-31,352,"GGEBiplotGUI",18058
2017-11-01,2017-11-30,304,"GGEBiplotGUI",18362
2017-12-01,2017-12-31,222,"GGEBiplotGUI",18584
2018-01-01,2018-01-31,333,"GGEBiplotGUI",18917
2018-02-01,2018-02-28,306,"GGEBiplotGUI",19223
2018-03-01,2018-03-31,302,"GGEBiplotGUI",19525
2018-04-01,2018-04-30,382,"GGEBiplotGUI",19907
2018-05-01,2018-05-31,433,"GGEBiplotGUI",20340
2018-06-01,2018-06-30,423,"GGEBiplotGUI",20763
2018-07-01,2018-07-08,72,"GGEBiplotGUI",20835
2017-03-01,2017-03-31,57,"ggedit",57
2017-04-01,2017-04-30,2092,"ggedit",2149
2017-05-01,2017-05-31,646,"ggedit",2795
2017-06-01,2017-06-30,530,"ggedit",3325
2017-07-01,2017-07-31,493,"ggedit",3818
2017-08-01,2017-08-31,382,"ggedit",4200
2017-09-01,2017-09-30,468,"ggedit",4668
2017-10-01,2017-10-31,612,"ggedit",5280
2017-11-01,2017-11-30,375,"ggedit",5655
2017-12-01,2017-12-31,313,"ggedit",5968
2018-01-01,2018-01-31,353,"ggedit",6321
2018-02-01,2018-02-28,517,"ggedit",6838
2018-03-01,2018-03-31,563,"ggedit",7401
2018-04-01,2018-04-30,675,"ggedit",8076
2018-05-01,2018-05-31,686,"ggedit",8762
2018-06-01,2018-06-30,460,"ggedit",9222
2018-07-01,2018-07-08,601,"ggedit",9823
2016-01-01,2016-01-31,61,"ggiraph",61
2016-02-01,2016-02-29,476,"ggiraph",537
2016-03-01,2016-03-31,442,"ggiraph",979
2016-04-01,2016-04-30,302,"ggiraph",1281
2016-05-01,2016-05-31,641,"ggiraph",1922
2016-06-01,2016-06-30,449,"ggiraph",2371
2016-07-01,2016-07-31,944,"ggiraph",3315
2016-08-01,2016-08-31,641,"ggiraph",3956
2016-09-01,2016-09-30,438,"ggiraph",4394
2016-10-01,2016-10-31,1145,"ggiraph",5539
2016-11-01,2016-11-30,2197,"ggiraph",7736
2016-12-01,2016-12-31,1324,"ggiraph",9060
2017-01-01,2017-01-31,1253,"ggiraph",10313
2017-02-01,2017-02-28,972,"ggiraph",11285
2017-03-01,2017-03-31,2257,"ggiraph",13542
2017-04-01,2017-04-30,1835,"ggiraph",15377
2017-05-01,2017-05-31,1444,"ggiraph",16821
2017-06-01,2017-06-30,1755,"ggiraph",18576
2017-07-01,2017-07-31,1602,"ggiraph",20178
2017-08-01,2017-08-31,1275,"ggiraph",21453
2017-09-01,2017-09-30,2297,"ggiraph",23750
2017-10-01,2017-10-31,1502,"ggiraph",25252
2017-11-01,2017-11-30,1859,"ggiraph",27111
2017-12-01,2017-12-31,2784,"ggiraph",29895
2018-01-01,2018-01-31,1831,"ggiraph",31726
2018-02-01,2018-02-28,1300,"ggiraph",33026
2018-03-01,2018-03-31,1585,"ggiraph",34611
2018-04-01,2018-04-30,1701,"ggiraph",36312
2018-05-01,2018-05-31,2011,"ggiraph",38323
2018-06-01,2018-06-30,3150,"ggiraph",41473
2018-07-01,2018-07-08,578,"ggiraph",42051
2016-12-01,2016-12-31,742,"ggiraphExtra",742
2017-01-01,2017-01-31,295,"ggiraphExtra",1037
2017-02-01,2017-02-28,205,"ggiraphExtra",1242
2017-03-01,2017-03-31,270,"ggiraphExtra",1512
2017-04-01,2017-04-30,425,"ggiraphExtra",1937
2017-05-01,2017-05-31,288,"ggiraphExtra",2225
2017-06-01,2017-06-30,236,"ggiraphExtra",2461
2017-07-01,2017-07-31,266,"ggiraphExtra",2727
2017-08-01,2017-08-31,364,"ggiraphExtra",3091
2017-09-01,2017-09-30,663,"ggiraphExtra",3754
2017-10-01,2017-10-31,485,"ggiraphExtra",4239
2017-11-01,2017-11-30,1073,"ggiraphExtra",5312
2017-12-01,2017-12-31,1091,"ggiraphExtra",6403
2018-01-01,2018-01-31,702,"ggiraphExtra",7105
2018-02-01,2018-02-28,547,"ggiraphExtra",7652
2018-03-01,2018-03-31,626,"ggiraphExtra",8278
2018-04-01,2018-04-30,773,"ggiraphExtra",9051
2018-05-01,2018-05-31,1092,"ggiraphExtra",10143
2018-06-01,2018-06-30,1133,"ggiraphExtra",11276
2018-07-01,2018-07-08,180,"ggiraphExtra",11456
2016-03-01,2016-03-31,254,"ggraptR",254
2016-04-01,2016-04-30,230,"ggraptR",484
2016-05-01,2016-05-31,250,"ggraptR",734
2016-06-01,2016-06-30,246,"ggraptR",980
2016-07-01,2016-07-31,255,"ggraptR",1235
2016-08-01,2016-08-31,173,"ggraptR",1408
2016-09-01,2016-09-30,266,"ggraptR",1674
2016-10-01,2016-10-31,232,"ggraptR",1906
2016-11-01,2016-11-30,302,"ggraptR",2208
2016-12-01,2016-12-31,256,"ggraptR",2464
2017-01-01,2017-01-31,199,"ggraptR",2663
2017-02-01,2017-02-28,202,"ggraptR",2865
2017-03-01,2017-03-31,224,"ggraptR",3089
2017-04-01,2017-04-30,465,"ggraptR",3554
2017-05-01,2017-05-31,259,"ggraptR",3813
2017-06-01,2017-06-30,228,"ggraptR",4041
2017-07-01,2017-07-31,268,"ggraptR",4309
2017-08-01,2017-08-31,310,"ggraptR",4619
2017-09-01,2017-09-30,1815,"ggraptR",6434
2017-10-01,2017-10-31,1548,"ggraptR",7982
2017-11-01,2017-11-30,1152,"ggraptR",9134
2017-12-01,2017-12-31,888,"ggraptR",10022
2018-01-01,2018-01-31,941,"ggraptR",10963
2018-02-01,2018-02-28,955,"ggraptR",11918
2018-03-01,2018-03-31,1078,"ggraptR",12996
2018-04-01,2018-04-30,1122,"ggraptR",14118
2018-05-01,2018-05-31,918,"ggraptR",15036
2018-06-01,2018-06-30,991,"ggraptR",16027
2018-07-01,2018-07-08,733,"ggraptR",16760
2014-06-01,2014-06-30,1344,"ggvis",1344
2014-07-01,2014-07-31,2120,"ggvis",3464
2014-08-01,2014-08-31,2035,"ggvis",5499
2014-09-01,2014-09-30,1702,"ggvis",7201
2014-10-01,2014-10-31,3590,"ggvis",10791
2014-11-01,2014-11-30,2899,"ggvis",13690
2014-12-01,2014-12-31,2427,"ggvis",16117
2015-01-01,2015-01-31,2227,"ggvis",18344
2015-02-01,2015-02-28,2708,"ggvis",21052
2015-03-01,2015-03-31,4947,"ggvis",25999
2015-04-01,2015-04-30,5083,"ggvis",31082
2015-05-01,2015-05-31,4823,"ggvis",35905
2015-06-01,2015-06-30,6760,"ggvis",42665
2015-07-01,2015-07-31,5033,"ggvis",47698
2015-08-01,2015-08-31,5337,"ggvis",53035
2015-09-01,2015-09-30,7127,"ggvis",60162
2015-10-01,2015-10-31,7607,"ggvis",67769
2015-11-01,2015-11-30,5687,"ggvis",73456
2015-12-01,2015-12-31,4752,"ggvis",78208
2016-01-01,2016-01-31,4818,"ggvis",83026
2016-02-01,2016-02-29,5492,"ggvis",88518
2016-03-01,2016-03-31,5721,"ggvis",94239
2016-04-01,2016-04-30,5931,"ggvis",100170
2016-05-01,2016-05-31,6656,"ggvis",106826
2016-06-01,2016-06-30,6196,"ggvis",113022
2016-07-01,2016-07-31,7748,"ggvis",120770
2016-08-01,2016-08-31,8319,"ggvis",129089
2016-09-01,2016-09-30,8183,"ggvis",137272
2016-10-01,2016-10-31,8985,"ggvis",146257
2016-11-01,2016-11-30,9659,"ggvis",155916
2016-12-01,2016-12-31,9037,"ggvis",164953
2017-01-01,2017-01-31,9025,"ggvis",173978
2017-02-01,2017-02-28,8363,"ggvis",182341
2017-03-01,2017-03-31,10178,"ggvis",192519
2017-04-01,2017-04-30,9467,"ggvis",201986
2017-05-01,2017-05-31,9582,"ggvis",211568
2017-06-01,2017-06-30,7146,"ggvis",218714
2017-07-01,2017-07-31,5795,"ggvis",224509
2017-08-01,2017-08-31,5637,"ggvis",230146
2017-09-01,2017-09-30,5303,"ggvis",235449
2017-10-01,2017-10-31,6403,"ggvis",241852
2017-11-01,2017-11-30,6784,"ggvis",248636
2017-12-01,2017-12-31,5036,"ggvis",253672
2018-01-01,2018-01-31,5201,"ggvis",258873
2018-02-01,2018-02-28,4278,"ggvis",263151
2018-03-01,2018-03-31,5906,"ggvis",269057
2018-04-01,2018-04-30,5644,"ggvis",274701
2018-05-01,2018-05-31,5487,"ggvis",280188
2018-06-01,2018-06-30,4595,"ggvis",284783
2018-07-01,2018-07-08,861,"ggvis",285644
2017-09-01,2017-09-30,218,"gradientPickerD3",218
2017-10-01,2017-10-31,154,"gradientPickerD3",372
2017-11-01,2017-11-30,108,"gradientPickerD3",480
2017-12-01,2017-12-31,81,"gradientPickerD3",561
2018-01-01,2018-01-31,125,"gradientPickerD3",686
2018-02-01,2018-02-28,102,"gradientPickerD3",788
2018-03-01,2018-03-31,91,"gradientPickerD3",879
2018-04-01,2018-04-30,174,"gradientPickerD3",1053
2018-05-01,2018-05-31,130,"gradientPickerD3",1183
2018-06-01,2018-06-30,108,"gradientPickerD3",1291
2018-07-01,2018-07-08,21,"gradientPickerD3",1312
2012-10-01,2012-10-31,32,"gWidgets",32
2012-11-01,2012-11-30,520,"gWidgets",552
2012-12-01,2012-12-31,552,"gWidgets",1104
2013-01-01,2013-01-31,788,"gWidgets",1892
2013-02-01,2013-02-28,902,"gWidgets",2794
2013-03-01,2013-03-31,1017,"gWidgets",3811
2013-04-01,2013-04-30,1211,"gWidgets",5022
2013-05-01,2013-05-31,1157,"gWidgets",6179
2013-06-01,2013-06-30,1214,"gWidgets",7393
2013-07-01,2013-07-31,1203,"gWidgets",8596
2013-08-01,2013-08-31,1157,"gWidgets",9753
2013-09-01,2013-09-30,1375,"gWidgets",11128
2013-10-01,2013-10-31,1455,"gWidgets",12583
2013-11-01,2013-11-30,1525,"gWidgets",14108
2013-12-01,2013-12-31,1412,"gWidgets",15520
2014-01-01,2014-01-31,1631,"gWidgets",17151
2014-02-01,2014-02-28,1635,"gWidgets",18786
2014-03-01,2014-03-31,1975,"gWidgets",20761
2014-04-01,2014-04-30,2321,"gWidgets",23082
2014-05-01,2014-05-31,1871,"gWidgets",24953
2014-06-01,2014-06-30,1980,"gWidgets",26933
2014-07-01,2014-07-31,2978,"gWidgets",29911
2014-08-01,2014-08-31,3259,"gWidgets",33170
2014-09-01,2014-09-30,2963,"gWidgets",36133
2014-10-01,2014-10-31,2701,"gWidgets",38834
2014-11-01,2014-11-30,2448,"gWidgets",41282
2014-12-01,2014-12-31,2146,"gWidgets",43428
2015-01-01,2015-01-31,2451,"gWidgets",45879
2015-02-01,2015-02-28,2170,"gWidgets",48049
2015-03-01,2015-03-31,3024,"gWidgets",51073
2015-04-01,2015-04-30,3545,"gWidgets",54618
2015-05-01,2015-05-31,2954,"gWidgets",57572
2015-06-01,2015-06-30,3160,"gWidgets",60732
2015-07-01,2015-07-31,2790,"gWidgets",63522
2015-08-01,2015-08-31,2478,"gWidgets",66000
2015-09-01,2015-09-30,2424,"gWidgets",68424
2015-10-01,2015-10-31,2851,"gWidgets",71275
2015-11-01,2015-11-30,2768,"gWidgets",74043
2015-12-01,2015-12-31,2363,"gWidgets",76406
2016-01-01,2016-01-31,2467,"gWidgets",78873
2016-02-01,2016-02-29,2971,"gWidgets",81844
2016-03-01,2016-03-31,2979,"gWidgets",84823
2016-04-01,2016-04-30,2983,"gWidgets",87806
2016-05-01,2016-05-31,3432,"gWidgets",91238
2016-06-01,2016-06-30,3172,"gWidgets",94410
2016-07-01,2016-07-31,2747,"gWidgets",97157
2016-08-01,2016-08-31,2628,"gWidgets",99785
2016-09-01,2016-09-30,2952,"gWidgets",102737
2016-10-01,2016-10-31,4327,"gWidgets",107064
2016-11-01,2016-11-30,4739,"gWidgets",111803
2016-12-01,2016-12-31,3299,"gWidgets",115102
2017-01-01,2017-01-31,3398,"gWidgets",118500
2017-02-01,2017-02-28,3592,"gWidgets",122092
2017-03-01,2017-03-31,4590,"gWidgets",126682
2017-04-01,2017-04-30,4338,"gWidgets",131020
2017-05-01,2017-05-31,4980,"gWidgets",136000
2017-06-01,2017-06-30,4319,"gWidgets",140319
2017-07-01,2017-07-31,4356,"gWidgets",144675
2017-08-01,2017-08-31,3737,"gWidgets",148412
2017-09-01,2017-09-30,3915,"gWidgets",152327
2017-10-01,2017-10-31,4414,"gWidgets",156741
2017-11-01,2017-11-30,4181,"gWidgets",160922
2017-12-01,2017-12-31,3241,"gWidgets",164163
2018-01-01,2018-01-31,3336,"gWidgets",167499
2018-02-01,2018-02-28,3103,"gWidgets",170602
2018-03-01,2018-03-31,4127,"gWidgets",174729
2018-04-01,2018-04-30,4198,"gWidgets",178927
2018-05-01,2018-05-31,4001,"gWidgets",182928
2018-06-01,2018-06-30,3996,"gWidgets",186924
2018-07-01,2018-07-08,793,"gWidgets",187717
2016-05-01,2016-05-31,126,"heatmaply",126
2016-06-01,2016-06-30,921,"heatmaply",1047
2016-07-01,2016-07-31,891,"heatmaply",1938
2016-08-01,2016-08-31,916,"heatmaply",2854
2016-09-01,2016-09-30,953,"heatmaply",3807
2016-10-01,2016-10-31,1170,"heatmaply",4977
