"start","end","downloads","package","total"
2017-06-01,2017-06-30,618,"leafletR",41292
2017-07-01,2017-07-31,582,"leafletR",41874
2017-08-01,2017-08-31,497,"leafletR",42371
2017-09-01,2017-09-30,544,"leafletR",42915
2017-10-01,2017-10-31,671,"leafletR",43586
2017-11-01,2017-11-30,546,"leafletR",44132
2017-12-01,2017-12-31,315,"leafletR",44447
2018-01-01,2018-01-31,479,"leafletR",44926
2018-02-01,2018-02-28,406,"leafletR",45332
2018-03-01,2018-03-31,403,"leafletR",45735
2018-04-01,2018-04-30,570,"leafletR",46305
2018-05-01,2018-05-31,545,"leafletR",46850
2018-06-01,2018-06-30,436,"leafletR",47286
2018-07-01,2018-07-31,447,"leafletR",47733
2018-08-01,2018-08-31,402,"leafletR",48135
2018-09-01,2018-09-30,697,"leafletR",48832
2018-10-01,2018-10-31,657,"leafletR",49489
2018-11-01,2018-11-30,586,"leafletR",50075
2018-12-01,2018-12-31,535,"leafletR",50610
2019-01-01,2019-01-31,637,"leafletR",51247
2019-02-01,2019-02-28,555,"leafletR",51802
2019-03-01,2019-03-31,742,"leafletR",52544
2019-04-01,2019-04-30,781,"leafletR",53325
2019-05-01,2019-05-31,1203,"leafletR",54528
2019-06-01,2019-06-30,664,"leafletR",55192
2019-07-01,2019-07-31,943,"leafletR",56135
2019-08-01,2019-08-31,803,"leafletR",56938
2019-09-01,2019-09-30,805,"leafletR",57743
2019-10-01,2019-10-31,797,"leafletR",58540
2019-11-01,2019-11-30,796,"leafletR",59336
2019-12-01,2019-12-31,867,"leafletR",60203
2020-01-01,2020-01-31,1281,"leafletR",61484
2020-02-01,2020-02-29,1002,"leafletR",62486
2020-03-01,2020-03-31,1004,"leafletR",63490
2020-04-01,2020-04-30,1122,"leafletR",64612
2020-05-01,2020-05-31,1332,"leafletR",65944
2020-06-01,2020-06-30,1131,"leafletR",67075
2020-07-01,2020-07-23,647,"leafletR",67722
2017-05-01,2017-05-31,516,"learnr",516
2017-06-01,2017-06-30,610,"learnr",1126
2017-07-01,2017-07-31,1281,"learnr",2407
2017-08-01,2017-08-31,1307,"learnr",3714
2017-09-01,2017-09-30,1408,"learnr",5122
2017-10-01,2017-10-31,948,"learnr",6070
2017-11-01,2017-11-30,1096,"learnr",7166
2017-12-01,2017-12-31,578,"learnr",7744
2018-01-01,2018-01-31,1085,"learnr",8829
2018-02-01,2018-02-28,728,"learnr",9557
2018-03-01,2018-03-31,3692,"learnr",13249
2018-04-01,2018-04-30,2033,"learnr",15282
2018-05-01,2018-05-31,2459,"learnr",17741
2018-06-01,2018-06-30,937,"learnr",18678
2018-07-01,2018-07-31,1659,"learnr",20337
2018-08-01,2018-08-31,2218,"learnr",22555
2018-09-01,2018-09-30,2549,"learnr",25104
2018-10-01,2018-10-31,1703,"learnr",26807
2018-11-01,2018-11-30,1437,"learnr",28244
2018-12-01,2018-12-31,961,"learnr",29205
2019-01-01,2019-01-31,2156,"learnr",31361
2019-02-01,2019-02-28,1535,"learnr",32896
2019-03-01,2019-03-31,1533,"learnr",34429
2019-04-01,2019-04-30,1745,"learnr",36174
2019-05-01,2019-05-31,2265,"learnr",38439
2019-06-01,2019-06-30,1686,"learnr",40125
2019-07-01,2019-07-31,1776,"learnr",41901
2019-08-01,2019-08-31,2370,"learnr",44271
2019-09-01,2019-09-30,3394,"learnr",47665
2019-10-01,2019-10-31,2537,"learnr",50202
2019-11-01,2019-11-30,2988,"learnr",53190
2019-12-01,2019-12-31,2256,"learnr",55446
2020-01-01,2020-01-31,2896,"learnr",58342
2020-02-01,2020-02-29,4492,"learnr",62834
2020-03-01,2020-03-31,4623,"learnr",67457
2020-04-01,2020-04-30,4703,"learnr",72160
2020-05-01,2020-05-31,8530,"learnr",80690
2020-06-01,2020-06-30,16196,"learnr",96886
2020-07-01,2020-07-23,8590,"learnr",105476
2015-05-01,2015-05-31,253,"learnstats",253
2015-06-01,2015-06-30,275,"learnstats",528
2015-07-01,2015-07-31,226,"learnstats",754
2015-08-01,2015-08-31,223,"learnstats",977
2015-09-01,2015-09-30,251,"learnstats",1228
2015-10-01,2015-10-31,296,"learnstats",1524
2015-11-01,2015-11-30,229,"learnstats",1753
2015-12-01,2015-12-31,210,"learnstats",1963
2016-01-01,2016-01-31,286,"learnstats",2249
2016-02-01,2016-02-29,230,"learnstats",2479
2016-03-01,2016-03-31,180,"learnstats",2659
2016-04-01,2016-04-30,159,"learnstats",2818
2016-05-01,2016-05-31,150,"learnstats",2968
2016-06-01,2016-06-30,147,"learnstats",3115
2016-07-01,2016-07-31,165,"learnstats",3280
2016-08-01,2016-08-31,116,"learnstats",3396
2016-09-01,2016-09-30,135,"learnstats",3531
2016-10-01,2016-10-31,157,"learnstats",3688
2016-11-01,2016-11-30,188,"learnstats",3876
2016-12-01,2016-12-31,172,"learnstats",4048
2017-01-01,2017-01-31,152,"learnstats",4200
2017-02-01,2017-02-28,116,"learnstats",4316
2017-03-01,2017-03-31,128,"learnstats",4444
2017-04-01,2017-04-30,313,"learnstats",4757
2017-05-01,2017-05-31,144,"learnstats",4901
2017-06-01,2017-06-30,179,"learnstats",5080
2017-07-01,2017-07-31,153,"learnstats",5233
2017-08-01,2017-08-31,138,"learnstats",5371
2017-09-01,2017-09-30,168,"learnstats",5539
2017-10-01,2017-10-31,159,"learnstats",5698
2017-11-01,2017-11-30,131,"learnstats",5829
2017-12-01,2017-12-31,88,"learnstats",5917
2018-01-01,2018-01-31,116,"learnstats",6033
2018-02-01,2018-02-28,139,"learnstats",6172
2018-03-01,2018-03-31,104,"learnstats",6276
2018-04-01,2018-04-30,193,"learnstats",6469
2018-05-01,2018-05-31,184,"learnstats",6653
2018-06-01,2018-06-30,119,"learnstats",6772
2018-07-01,2018-07-31,129,"learnstats",6901
2018-08-01,2018-08-31,95,"learnstats",6996
2018-09-01,2018-09-30,260,"learnstats",7256
2018-10-01,2018-10-31,255,"learnstats",7511
2018-11-01,2018-11-30,269,"learnstats",7780
2018-12-01,2018-12-31,219,"learnstats",7999
2019-01-01,2019-01-31,294,"learnstats",8293
2019-02-01,2019-02-28,241,"learnstats",8534
2019-03-01,2019-03-31,356,"learnstats",8890
2019-04-01,2019-04-30,358,"learnstats",9248
2019-05-01,2019-05-31,644,"learnstats",9892
2019-06-01,2019-06-30,252,"learnstats",10144
2019-07-01,2019-07-31,488,"learnstats",10632
2019-08-01,2019-08-31,329,"learnstats",10961
2019-09-01,2019-09-30,437,"learnstats",11398
2019-10-01,2019-10-31,372,"learnstats",11770
2019-11-01,2019-11-30,391,"learnstats",12161
2019-12-01,2019-12-31,537,"learnstats",12698
2020-01-01,2020-01-31,755,"learnstats",13453
2020-02-01,2020-02-29,514,"learnstats",13967
2020-03-01,2020-03-31,538,"learnstats",14505
2020-04-01,2020-04-30,537,"learnstats",15042
2020-05-01,2020-05-31,807,"learnstats",15849
2020-06-01,2020-06-30,682,"learnstats",16531
2020-07-01,2020-07-23,347,"learnstats",16878
2014-08-01,2014-08-31,93,"LinRegInteractive",93
2014-09-01,2014-09-30,329,"LinRegInteractive",422
2014-10-01,2014-10-31,356,"LinRegInteractive",778
2014-11-01,2014-11-30,471,"LinRegInteractive",1249
2014-12-01,2014-12-31,350,"LinRegInteractive",1599
2015-01-01,2015-01-31,469,"LinRegInteractive",2068
2015-02-01,2015-02-28,369,"LinRegInteractive",2437
2015-03-01,2015-03-31,987,"LinRegInteractive",3424
2015-04-01,2015-04-30,1788,"LinRegInteractive",5212
2015-05-01,2015-05-31,450,"LinRegInteractive",5662
2015-06-01,2015-06-30,463,"LinRegInteractive",6125
2015-07-01,2015-07-31,327,"LinRegInteractive",6452
2015-08-01,2015-08-31,395,"LinRegInteractive",6847
2015-09-01,2015-09-30,513,"LinRegInteractive",7360
2015-10-01,2015-10-31,487,"LinRegInteractive",7847
2015-11-01,2015-11-30,393,"LinRegInteractive",8240
2015-12-01,2015-12-31,361,"LinRegInteractive",8601
2016-01-01,2016-01-31,410,"LinRegInteractive",9011
2016-02-01,2016-02-29,461,"LinRegInteractive",9472
2016-03-01,2016-03-31,320,"LinRegInteractive",9792
2016-04-01,2016-04-30,359,"LinRegInteractive",10151
2016-05-01,2016-05-31,329,"LinRegInteractive",10480
2016-06-01,2016-06-30,284,"LinRegInteractive",10764
2016-07-01,2016-07-31,318,"LinRegInteractive",11082
2016-08-01,2016-08-31,295,"LinRegInteractive",11377
2016-09-01,2016-09-30,298,"LinRegInteractive",11675
2016-10-01,2016-10-31,364,"LinRegInteractive",12039
2016-11-01,2016-11-30,344,"LinRegInteractive",12383
2016-12-01,2016-12-31,298,"LinRegInteractive",12681
2017-01-01,2017-01-31,378,"LinRegInteractive",13059
2017-02-01,2017-02-28,397,"LinRegInteractive",13456
2017-03-01,2017-03-31,316,"LinRegInteractive",13772
2017-04-01,2017-04-30,461,"LinRegInteractive",14233
2017-05-01,2017-05-31,339,"LinRegInteractive",14572
2017-06-01,2017-06-30,222,"LinRegInteractive",14794
2017-07-01,2017-07-31,347,"LinRegInteractive",15141
2017-08-01,2017-08-31,288,"LinRegInteractive",15429
2017-09-01,2017-09-30,336,"LinRegInteractive",15765
2017-10-01,2017-10-31,266,"LinRegInteractive",16031
2017-11-01,2017-11-30,275,"LinRegInteractive",16306
2017-12-01,2017-12-31,182,"LinRegInteractive",16488
2018-01-01,2018-01-31,271,"LinRegInteractive",16759
2018-02-01,2018-02-28,276,"LinRegInteractive",17035
2018-03-01,2018-03-31,217,"LinRegInteractive",17252
2018-04-01,2018-04-30,321,"LinRegInteractive",17573
2018-05-01,2018-05-31,328,"LinRegInteractive",17901
2018-06-01,2018-06-30,217,"LinRegInteractive",18118
2018-07-01,2018-07-31,233,"LinRegInteractive",18351
2018-08-01,2018-08-31,247,"LinRegInteractive",18598
2018-09-01,2018-09-30,589,"LinRegInteractive",19187
2018-10-01,2018-10-31,499,"LinRegInteractive",19686
2018-11-01,2018-11-30,504,"LinRegInteractive",20190
2018-12-01,2018-12-31,389,"LinRegInteractive",20579
2019-01-01,2019-01-31,466,"LinRegInteractive",21045
2019-02-01,2019-02-28,493,"LinRegInteractive",21538
2019-03-01,2019-03-31,564,"LinRegInteractive",22102
2019-04-01,2019-04-30,488,"LinRegInteractive",22590
2019-05-01,2019-05-31,771,"LinRegInteractive",23361
2019-06-01,2019-06-30,442,"LinRegInteractive",23803
2019-07-01,2019-07-31,642,"LinRegInteractive",24445
2019-08-01,2019-08-31,469,"LinRegInteractive",24914
2019-09-01,2019-09-30,717,"LinRegInteractive",25631
2019-10-01,2019-10-31,513,"LinRegInteractive",26144
2019-11-01,2019-11-30,480,"LinRegInteractive",26624
2019-12-01,2019-12-31,525,"LinRegInteractive",27149
2020-01-01,2020-01-31,1166,"LinRegInteractive",28315
2020-02-01,2020-02-29,928,"LinRegInteractive",29243
2020-03-01,2020-03-31,552,"LinRegInteractive",29795
2020-04-01,2020-04-30,697,"LinRegInteractive",30492
2020-05-01,2020-05-31,867,"LinRegInteractive",31359
2020-06-01,2020-06-30,650,"LinRegInteractive",32009
2020-07-01,2020-07-23,324,"LinRegInteractive",32333
2016-06-01,2016-06-30,213,"listviewer",213
2016-07-01,2016-07-31,300,"listviewer",513
2016-08-01,2016-08-31,278,"listviewer",791
2016-09-01,2016-09-30,378,"listviewer",1169
2016-10-01,2016-10-31,1193,"listviewer",2362
2016-11-01,2016-11-30,2716,"listviewer",5078
2016-12-01,2016-12-31,2111,"listviewer",7189
2017-01-01,2017-01-31,2155,"listviewer",9344
2017-02-01,2017-02-28,2189,"listviewer",11533
2017-03-01,2017-03-31,3024,"listviewer",14557
2017-04-01,2017-04-30,2945,"listviewer",17502
2017-05-01,2017-05-31,2656,"listviewer",20158
2017-06-01,2017-06-30,2520,"listviewer",22678
2017-07-01,2017-07-31,2360,"listviewer",25038
2017-08-01,2017-08-31,2344,"listviewer",27382
2017-09-01,2017-09-30,2475,"listviewer",29857
2017-10-01,2017-10-31,2727,"listviewer",32584
2017-11-01,2017-11-30,3037,"listviewer",35621
2017-12-01,2017-12-31,2296,"listviewer",37917
2018-01-01,2018-01-31,2278,"listviewer",40195
2018-02-01,2018-02-28,2703,"listviewer",42898
2018-03-01,2018-03-31,4197,"listviewer",47095
2018-04-01,2018-04-30,7614,"listviewer",54709
2018-05-01,2018-05-31,5807,"listviewer",60516
2018-06-01,2018-06-30,5098,"listviewer",65614
2018-07-01,2018-07-31,6286,"listviewer",71900
2018-08-01,2018-08-31,3226,"listviewer",75126
2018-09-01,2018-09-30,3542,"listviewer",78668
2018-10-01,2018-10-31,7623,"listviewer",86291
2018-11-01,2018-11-30,6623,"listviewer",92914
2018-12-01,2018-12-31,3526,"listviewer",96440
2019-01-01,2019-01-31,4774,"listviewer",101214
2019-02-01,2019-02-28,9991,"listviewer",111205
2019-03-01,2019-03-31,4668,"listviewer",115873
2019-04-01,2019-04-30,5699,"listviewer",121572
2019-05-01,2019-05-31,6670,"listviewer",128242
2019-06-01,2019-06-30,5136,"listviewer",133378
2019-07-01,2019-07-31,7077,"listviewer",140455
2019-08-01,2019-08-31,7315,"listviewer",147770
2019-09-01,2019-09-30,6567,"listviewer",154337
2019-10-01,2019-10-31,7149,"listviewer",161486
2019-11-01,2019-11-30,9700,"listviewer",171186
2019-12-01,2019-12-31,7364,"listviewer",178550
2020-01-01,2020-01-31,8661,"listviewer",187211
2020-02-01,2020-02-29,8422,"listviewer",195633
2020-03-01,2020-03-31,9612,"listviewer",205245
2020-04-01,2020-04-30,10333,"listviewer",215578
2020-05-01,2020-05-31,11213,"listviewer",226791
2020-06-01,2020-06-30,11367,"listviewer",238158
2020-07-01,2020-07-23,6456,"listviewer",244614
2017-07-01,2017-07-31,164,"loon",164
2017-08-01,2017-08-31,134,"loon",298
2017-09-01,2017-09-30,147,"loon",445
2017-10-01,2017-10-31,127,"loon",572
2017-11-01,2017-11-30,164,"loon",736
2017-12-01,2017-12-31,89,"loon",825
2018-01-01,2018-01-31,175,"loon",1000
2018-02-01,2018-02-28,102,"loon",1102
2018-03-01,2018-03-31,220,"loon",1322
2018-04-01,2018-04-30,199,"loon",1521
2018-05-01,2018-05-31,172,"loon",1693
2018-06-01,2018-06-30,116,"loon",1809
2018-07-01,2018-07-31,174,"loon",1983
2018-08-01,2018-08-31,94,"loon",2077
2018-09-01,2018-09-30,253,"loon",2330
2018-10-01,2018-10-31,440,"loon",2770
2018-11-01,2018-11-30,401,"loon",3171
2018-12-01,2018-12-31,838,"loon",4009
2019-01-01,2019-01-31,770,"loon",4779
2019-02-01,2019-02-28,665,"loon",5444
2019-03-01,2019-03-31,888,"loon",6332
2019-04-01,2019-04-30,447,"loon",6779
2019-05-01,2019-05-31,498,"loon",7277
2019-06-01,2019-06-30,239,"loon",7516
2019-07-01,2019-07-31,508,"loon",8024
2019-08-01,2019-08-31,415,"loon",8439
2019-09-01,2019-09-30,442,"loon",8881
2019-10-01,2019-10-31,735,"loon",9616
2019-11-01,2019-11-30,647,"loon",10263
2019-12-01,2019-12-31,569,"loon",10832
2020-01-01,2020-01-31,702,"loon",11534
2020-02-01,2020-02-29,637,"loon",12171
2020-03-01,2020-03-31,610,"loon",12781
2020-04-01,2020-04-30,645,"loon",13426
2020-05-01,2020-05-31,1095,"loon",14521
2020-06-01,2020-06-30,1334,"loon",15855
2020-07-01,2020-07-23,514,"loon",16369
2019-03-01,2019-03-31,190,"magickGUI",190
2019-04-01,2019-04-30,359,"magickGUI",549
2019-05-01,2019-05-31,593,"magickGUI",1142
2019-06-01,2019-06-30,200,"magickGUI",1342
2019-07-01,2019-07-31,1010,"magickGUI",2352
2019-08-01,2019-08-31,481,"magickGUI",2833
2019-09-01,2019-09-30,479,"magickGUI",3312
2019-10-01,2019-10-31,354,"magickGUI",3666
2019-11-01,2019-11-30,358,"magickGUI",4024
2019-12-01,2019-12-31,422,"magickGUI",4446
2020-01-01,2020-01-31,510,"magickGUI",4956
2020-02-01,2020-02-29,424,"magickGUI",5380
2020-03-01,2020-03-31,467,"magickGUI",5847
2020-04-01,2020-04-30,536,"magickGUI",6383
2020-05-01,2020-05-31,723,"magickGUI",7106
2020-06-01,2020-06-30,719,"magickGUI",7825
2020-07-01,2020-07-23,457,"magickGUI",8282
2016-06-01,2016-06-30,227,"manhattanly",227
2016-07-01,2016-07-31,225,"manhattanly",452
2016-08-01,2016-08-31,158,"manhattanly",610
2016-09-01,2016-09-30,190,"manhattanly",800
2016-10-01,2016-10-31,224,"manhattanly",1024
2016-11-01,2016-11-30,687,"manhattanly",1711
2016-12-01,2016-12-31,359,"manhattanly",2070
2017-01-01,2017-01-31,359,"manhattanly",2429
2017-02-01,2017-02-28,259,"manhattanly",2688
2017-03-01,2017-03-31,327,"manhattanly",3015
2017-04-01,2017-04-30,478,"manhattanly",3493
2017-05-01,2017-05-31,320,"manhattanly",3813
2017-06-01,2017-06-30,341,"manhattanly",4154
2017-07-01,2017-07-31,298,"manhattanly",4452
2017-08-01,2017-08-31,350,"manhattanly",4802
2017-09-01,2017-09-30,262,"manhattanly",5064
2017-10-01,2017-10-31,292,"manhattanly",5356
2017-11-01,2017-11-30,274,"manhattanly",5630
2017-12-01,2017-12-31,222,"manhattanly",5852
2018-01-01,2018-01-31,294,"manhattanly",6146
2018-02-01,2018-02-28,281,"manhattanly",6427
2018-03-01,2018-03-31,368,"manhattanly",6795
2018-04-01,2018-04-30,395,"manhattanly",7190
2018-05-01,2018-05-31,336,"manhattanly",7526
2018-06-01,2018-06-30,237,"manhattanly",7763
2018-07-01,2018-07-31,244,"manhattanly",8007
2018-08-01,2018-08-31,245,"manhattanly",8252
2018-09-01,2018-09-30,385,"manhattanly",8637
2018-10-01,2018-10-31,490,"manhattanly",9127
2018-11-01,2018-11-30,526,"manhattanly",9653
2018-12-01,2018-12-31,469,"manhattanly",10122
2019-01-01,2019-01-31,583,"manhattanly",10705
2019-02-01,2019-02-28,460,"manhattanly",11165
2019-03-01,2019-03-31,556,"manhattanly",11721
2019-04-01,2019-04-30,544,"manhattanly",12265
2019-05-01,2019-05-31,914,"manhattanly",13179
2019-06-01,2019-06-30,511,"manhattanly",13690
2019-07-01,2019-07-31,705,"manhattanly",14395
2019-08-01,2019-08-31,513,"manhattanly",14908
2019-09-01,2019-09-30,678,"manhattanly",15586
2019-10-01,2019-10-31,646,"manhattanly",16232
2019-11-01,2019-11-30,568,"manhattanly",16800
2019-12-01,2019-12-31,665,"manhattanly",17465
2020-01-01,2020-01-31,971,"manhattanly",18436
2020-02-01,2020-02-29,667,"manhattanly",19103
2020-03-01,2020-03-31,783,"manhattanly",19886
2020-04-01,2020-04-30,790,"manhattanly",20676
2020-05-01,2020-05-31,1099,"manhattanly",21775
2020-06-01,2020-06-30,997,"manhattanly",22772
2020-07-01,2020-07-23,495,"manhattanly",23267
2014-12-01,2014-12-31,9017,"manipulate",9017
2015-01-01,2015-01-31,72115,"manipulate",81132
2015-02-01,2015-02-28,71117,"manipulate",152249
2015-03-01,2015-03-31,88952,"manipulate",241201
2015-04-01,2015-04-30,88664,"manipulate",329865
2015-05-01,2015-05-31,79706,"manipulate",409571
2015-06-01,2015-06-30,52607,"manipulate",462178
2015-07-01,2015-07-31,39191,"manipulate",501369
2015-08-01,2015-08-31,31041,"manipulate",532410
2015-09-01,2015-09-30,30899,"manipulate",563309
2015-10-01,2015-10-31,30614,"manipulate",593923
2015-11-01,2015-11-30,26862,"manipulate",620785
2015-12-01,2015-12-31,20548,"manipulate",641333
2016-01-01,2016-01-31,22962,"manipulate",664295
2016-02-01,2016-02-29,23387,"manipulate",687682
2016-03-01,2016-03-31,21734,"manipulate",709416
2016-04-01,2016-04-30,18856,"manipulate",728272
2016-05-01,2016-05-31,19072,"manipulate",747344
2016-06-01,2016-06-30,16798,"manipulate",764142
2016-07-01,2016-07-31,14102,"manipulate",778244
2016-08-01,2016-08-31,13737,"manipulate",791981
2016-09-01,2016-09-30,15394,"manipulate",807375
2016-10-01,2016-10-31,16598,"manipulate",823973
2016-11-01,2016-11-30,15632,"manipulate",839605
2016-12-01,2016-12-31,11763,"manipulate",851368
2017-01-01,2017-01-31,13349,"manipulate",864717
2017-02-01,2017-02-28,13057,"manipulate",877774
2017-03-01,2017-03-31,13594,"manipulate",891368
2017-04-01,2017-04-30,12974,"manipulate",904342
2017-05-01,2017-05-31,12046,"manipulate",916388
2017-06-01,2017-06-30,9832,"manipulate",926220
2017-07-01,2017-07-31,9506,"manipulate",935726
2017-08-01,2017-08-31,9412,"manipulate",945138
2017-09-01,2017-09-30,13154,"manipulate",958292
2017-10-01,2017-10-31,13860,"manipulate",972152
2017-11-01,2017-11-30,13533,"manipulate",985685
2017-12-01,2017-12-31,9179,"manipulate",994864
2018-01-01,2018-01-31,11383,"manipulate",1006247
2018-02-01,2018-02-28,12926,"manipulate",1019173
2018-03-01,2018-03-31,15442,"manipulate",1034615
2018-04-01,2018-04-30,15115,"manipulate",1049730
2018-05-01,2018-05-31,14748,"manipulate",1064478
2018-06-01,2018-06-30,12335,"manipulate",1076813
2018-07-01,2018-07-31,11902,"manipulate",1088715
2018-08-01,2018-08-31,11946,"manipulate",1100661
2018-09-01,2018-09-30,16047,"manipulate",1116708
2018-10-01,2018-10-31,18730,"manipulate",1135438
2018-11-01,2018-11-30,18597,"manipulate",1154035
2018-12-01,2018-12-31,13545,"manipulate",1167580
2019-01-01,2019-01-31,19547,"manipulate",1187127
2019-02-01,2019-02-28,23754,"manipulate",1210881
2019-03-01,2019-03-31,27543,"manipulate",1238424
2019-04-01,2019-04-30,31690,"manipulate",1270114
2019-05-01,2019-05-31,33343,"manipulate",1303457
2019-06-01,2019-06-30,23465,"manipulate",1326922
2019-07-01,2019-07-31,21650,"manipulate",1348572
2019-08-01,2019-08-31,24046,"manipulate",1372618
2019-09-01,2019-09-30,24847,"manipulate",1397465
2019-10-01,2019-10-31,11087,"manipulate",1408552
2019-11-01,2019-11-30,9294,"manipulate",1417846
2019-12-01,2019-12-31,7773,"manipulate",1425619
2020-01-01,2020-01-31,9620,"manipulate",1435239
2020-02-01,2020-02-29,8898,"manipulate",1444137
2020-03-01,2020-03-31,9041,"manipulate",1453178
2020-04-01,2020-04-30,8963,"manipulate",1462141
2020-05-01,2020-05-31,10023,"manipulate",1472164
2020-06-01,2020-06-30,10303,"manipulate",1482467
2020-07-01,2020-07-23,6128,"manipulate",1488595
2017-01-01,2017-01-31,669,"manipulateWidget",669
2017-02-01,2017-02-28,177,"manipulateWidget",846
2017-03-01,2017-03-31,178,"manipulateWidget",1024
2017-04-01,2017-04-30,369,"manipulateWidget",1393
2017-05-01,2017-05-31,342,"manipulateWidget",1735
2017-06-01,2017-06-30,1352,"manipulateWidget",3087
2017-07-01,2017-07-31,337,"manipulateWidget",3424
2017-08-01,2017-08-31,273,"manipulateWidget",3697
2017-09-01,2017-09-30,339,"manipulateWidget",4036
2017-10-01,2017-10-31,341,"manipulateWidget",4377
2017-11-01,2017-11-30,315,"manipulateWidget",4692
2017-12-01,2017-12-31,980,"manipulateWidget",5672
2018-01-01,2018-01-31,388,"manipulateWidget",6060
2018-02-01,2018-02-28,330,"manipulateWidget",6390
2018-03-01,2018-03-31,7779,"manipulateWidget",14169
2018-04-01,2018-04-30,63556,"manipulateWidget",77725
2018-05-01,2018-05-31,51110,"manipulateWidget",128835
2018-06-01,2018-06-30,49756,"manipulateWidget",178591
2018-07-01,2018-07-31,44356,"manipulateWidget",222947
2018-08-01,2018-08-31,38937,"manipulateWidget",261884
2018-09-01,2018-09-30,49885,"manipulateWidget",311769
2018-10-01,2018-10-31,57467,"manipulateWidget",369236
2018-11-01,2018-11-30,54662,"manipulateWidget",423898
2018-12-01,2018-12-31,39949,"manipulateWidget",463847
2019-01-01,2019-01-31,42561,"manipulateWidget",506408
2019-02-01,2019-02-28,44388,"manipulateWidget",550796
2019-03-01,2019-03-31,52568,"manipulateWidget",603364
2019-04-01,2019-04-30,49625,"manipulateWidget",652989
2019-05-01,2019-05-31,56424,"manipulateWidget",709413
2019-06-01,2019-06-30,42259,"manipulateWidget",751672
2019-07-01,2019-07-31,45134,"manipulateWidget",796806
2019-08-01,2019-08-31,45797,"manipulateWidget",842603
2019-09-01,2019-09-30,58208,"manipulateWidget",900811
2019-10-01,2019-10-31,62480,"manipulateWidget",963291
2019-11-01,2019-11-30,57766,"manipulateWidget",1021057
2019-12-01,2019-12-31,42276,"manipulateWidget",1063333
2020-01-01,2020-01-31,47967,"manipulateWidget",1111300
2020-02-01,2020-02-29,58009,"manipulateWidget",1169309
2020-03-01,2020-03-31,75426,"manipulateWidget",1244735
2020-04-01,2020-04-30,59286,"manipulateWidget",1304021
2020-05-01,2020-05-31,65733,"manipulateWidget",1369754
2020-06-01,2020-06-30,55153,"manipulateWidget",1424907
2020-07-01,2020-07-23,27858,"manipulateWidget",1452765
2018-08-01,2018-08-31,241,"mapdeck",241
2018-09-01,2018-09-30,358,"mapdeck",599
2018-10-01,2018-10-31,370,"mapdeck",969
2018-11-01,2018-11-30,357,"mapdeck",1326
2018-12-01,2018-12-31,337,"mapdeck",1663
2019-01-01,2019-01-31,743,"mapdeck",2406
2019-02-01,2019-02-28,463,"mapdeck",2869
2019-03-01,2019-03-31,610,"mapdeck",3479
2019-04-01,2019-04-30,796,"mapdeck",4275
2019-05-01,2019-05-31,849,"mapdeck",5124
2019-06-01,2019-06-30,634,"mapdeck",5758
2019-07-01,2019-07-31,829,"mapdeck",6587
2019-08-01,2019-08-31,653,"mapdeck",7240
2019-09-01,2019-09-30,744,"mapdeck",7984
2019-10-01,2019-10-31,716,"mapdeck",8700
2019-11-01,2019-11-30,824,"mapdeck",9524
2019-12-01,2019-12-31,674,"mapdeck",10198
2020-01-01,2020-01-31,814,"mapdeck",11012
2020-02-01,2020-02-29,906,"mapdeck",11918
2020-03-01,2020-03-31,3491,"mapdeck",15409
2020-04-01,2020-04-30,24783,"mapdeck",40192
2020-05-01,2020-05-31,27874,"mapdeck",68066
2020-06-01,2020-06-30,25002,"mapdeck",93068
2020-07-01,2020-07-23,11511,"mapdeck",104579
2017-06-01,2017-06-30,23,"mapedit",23
2017-07-01,2017-07-31,1396,"mapedit",1419
2017-08-01,2017-08-31,558,"mapedit",1977
2017-09-01,2017-09-30,702,"mapedit",2679
2017-10-01,2017-10-31,963,"mapedit",3642
2017-11-01,2017-11-30,836,"mapedit",4478
2017-12-01,2017-12-31,801,"mapedit",5279
2018-01-01,2018-01-31,839,"mapedit",6118
2018-02-01,2018-02-28,922,"mapedit",7040
2018-03-01,2018-03-31,1432,"mapedit",8472
2018-04-01,2018-04-30,1413,"mapedit",9885
2018-05-01,2018-05-31,1158,"mapedit",11043
2018-06-01,2018-06-30,888,"mapedit",11931
2018-07-01,2018-07-31,851,"mapedit",12782
2018-08-01,2018-08-31,1225,"mapedit",14007
2018-09-01,2018-09-30,1439,"mapedit",15446
2018-10-01,2018-10-31,1701,"mapedit",17147
2018-11-01,2018-11-30,1925,"mapedit",19072
2018-12-01,2018-12-31,1442,"mapedit",20514
2019-01-01,2019-01-31,1229,"mapedit",21743
2019-02-01,2019-02-28,1140,"mapedit",22883
2019-03-01,2019-03-31,2364,"mapedit",25247
2019-04-01,2019-04-30,1953,"mapedit",27200
2019-05-01,2019-05-31,2222,"mapedit",29422
2019-06-01,2019-06-30,1500,"mapedit",30922
2019-07-01,2019-07-31,1607,"mapedit",32529
2019-08-01,2019-08-31,1399,"mapedit",33928
2019-09-01,2019-09-30,2793,"mapedit",36721
2019-10-01,2019-10-31,6020,"mapedit",42741
2019-11-01,2019-11-30,5803,"mapedit",48544
2019-12-01,2019-12-31,4155,"mapedit",52699
2020-01-01,2020-01-31,2396,"mapedit",55095
2020-02-01,2020-02-29,3356,"mapedit",58451
